Depth [m],TIME,Temperature [degrees_C],Northward velocity [m s-1],Eastward velocity [m s-1],Salinity [1e-3],LAT,LON,STATION
3597.031982421875,2020-07-25 12:00:00,nan,nan,nan,nan,53.233000000000004,-55.65,SI-01
3992.48388671875,2020-07-25 12:00:00,nan,nan,nan,nan,53.233000000000004,-55.65,SI-01
4405.22412109375,2020-07-25 12:00:00,nan,nan,nan,nan,53.233000000000004,-55.65,SI-01
4833.291015625,2020-07-25 12:00:00,nan,nan,nan,nan,53.233000000000004,-55.65,SI-01
5274.7841796875,2020-07-25 12:00:00,nan,nan,nan,nan,53.233000000000004,-55.65,SI-01
5727.9169921875,2020-07-25 12:00:00,nan,nan,nan,nan,53.233000000000004,-55.65,SI-01
0.49402499198913574,2020-07-25 12:00:00,8.746368715307124,-0.4108448178727452,0.06587863293266927,30.069941884182935,53.333,-55.5,SI-02
1.5413750410079956,2020-07-25 12:00:00,8.6943327507157,-0.420610740895969,0.06648656720681666,30.074519520901685,53.333,-55.5,SI-02
2.6456689834594727,2020-07-25 12:00:00,8.45631523262595,-0.4334260788897681,0.06404508645101067,30.094357854031568,53.333,-55.5,SI-02
3.8194949626922607,2020-07-25 12:00:00,7.859414144475217,-0.454781742600441,0.05367122915363941,30.155393017881973,53.333,-55.5,SI-02
5.078224182128906,2020-07-25 12:00:00,7.096288432240067,-0.4724703133477968,0.035972925878404484,30.246949559353833,53.333,-55.5,SI-02
6.440614223480225,2020-07-25 12:00:00,6.3126840930665455,-0.48161126186911546,0.015227636067128788,30.35833037355667,53.333,-55.5,SI-02
7.92956018447876,2020-07-25 12:00:00,5.548876528085478,-0.4834253506565291,-0.0042944811618855746,30.477340582290758,53.333,-55.5,SI-02
9.572997093200684,2020-07-25 12:00:00,4.802661684685429,-0.4797460966862648,-0.020151945052832635,30.600928427743597,53.333,-55.5,SI-02
